Word Order	Other Properties	Subject Position	Object Position	Sentence
MF[SO]VC[V]	sinan-vlight	3	4	Weil die Wassermassen Rücksicht nehmen .
VF[S]LK[V]MF[O]	sinan-vlight	2	4	Die Faxgeräte nehmen Abschied .
VF[O]LK[V]MF[S]	sinan-vlight	4	1	Abschied nehmen die Faxgeräte .
VF[ADV]LK[V]MF[SO]	sinan-vlight	4	5	Deshalb nehmen die Faxgeräte Abschied .
LK[V]MF[SO]	sinan-vlight	3	4	Nehmen die Faxgeräte Abschied ?
MF[SO]VC[V]	sinan-vlight	3	4	Weil die Faxgeräte Abschied nehmen .
VF[S]LK[V]MF[O]	sinan-vlight	2	4	Die Lebensumstände nehmen Einfluss .
VF[O]LK[V]MF[S]	sinan-vlight	4	1	Einfluss nehmen die Lebensumstände .
VF[ADV]LK[V]MF[SO]	sinan-vlight	4	5	Deshalb nehmen die Lebensumstände Einfluss .
LK[V]MF[SO]	sinan-vlight	3	4	Nehmen die Lebensumstände Einfluss ?
MF[SO]VC[V]	sinan-vlight	3	4	Weil die Lebensumstände Einfluss nehmen .
VF[S]LK[V]MF[O]	sinan-vlight	2	4	Der Reißverschluss leistet Widerstand .
VF[O]LK[V]MF[S]	sinan-vlight	4	1	Widerstand leistet der Reißverschluss .
VF[ADV]LK[V]MF[SO]	sinan-vlight	4	5	Deshalb leistet der Reißverschluss Widerstand .
LK[V]MF[SO]	sinan-vlight	3	4	Leistet der Reißverschluss Widerstand ?
MF[SO]VC[V]	sinan-vlight	3	4	Weil der Reißverschluss Widerstand leistet .
VF[S]LK[V]MF[O]	sinan-vlight	2	4	Die Bücher üben Kritik .
VF[O]LK[V]MF[S]	sinan-vlight	4	1	Kritik üben die Bücher .
VF[ADV]LK[V]MF[SO]	sinan-vlight	4	5	Deshalb üben die Bücher Kritik .
LK[V]MF[SO]	sinan-vlight	3	4	Üben die Bücher Kritik ?
MF[SO]VC[V]	sinan-vlight	3	4	Weil die Bücher Kritik üben .
VF[S]LK[V]MF[O]	sinan-vlight	2	4	Der Bericht bezieht Stellung .
VF[O]LK[V]MF[S]	sinan-vlight	4	1	Stellung bezieht der Bericht .
VF[ADV]LK[V]MF[SO]	sinan-vlight	4	5	Deshalb bezieht der Bericht Stellung .
LK[V]MF[SO]	sinan-vlight	3	4	Bezieht der Bericht Stellung ?
MF[SO]VC[V]	sinan-vlight	3	4	Weil der Bericht Stellung bezieht .
VF[S]LK[V]MF[O]	regpol-vlight	2	5	Die Praxis macht einen Fehler .
VF[O]LK[V]MF[S]	regpol-vlight	5	2	Einen Fehler macht die Praxis .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	6	Deshalb macht die Praxis einen Fehler .
LK[V]MF[SO]	regpol-vlight	3	5	Macht die Praxis einen Fehler ?
MF[SO]VC[V]	regpol-vlight	3	5	Weil die Praxis einen Fehler macht .
VF[S]LK[V]MF[O]	regpol-vlight	2	5	Die Läden begehen ein Verbrechen .
VF[O]LK[V]MF[S]	regpol-vlight	5	2	Ein Verbrechen begehen die Läden .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	6	Deshalb begehen die Läden ein Verbrechen .
LK[V]MF[SO]	regpol-vlight	3	5	Begehen die Läden ein Verbrechen ?
MF[SO]VC[V]	regpol-vlight	3	5	Weil die Läden ein Verbrechen begehen .
VF[S]LK[V]MF[O]	regpol-vlight	2	4	Das Landratsamt trifft Entscheidungen .
VF[O]LK[V]MF[S]	regpol-vlight	4	1	Entscheidungen trifft das Landratsamt .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	5	Deshalb trifft das Landratsamt Entscheidungen .
LK[V]MF[SO]	regpol-vlight	3	4	Trifft das Landratsamt Entscheidungen ?
MF[SO]VC[V]	regpol-vlight	3	4	Weil das Landratsamt Entscheidungen trifft .
VF[S]LK[V]MF[O]	regpol-vlight	2	5	Die Werbeagentur erteilt einen Auftrag .
VF[O]LK[V]MF[S]	regpol-vlight	5	2	Einen Auftrag erteilt die Werbeagentur .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	6	Deshalb erteilt die Werbeagentur einen Auftrag .
LK[V]MF[SO]	regpol-vlight	3	5	Erteilt die Werbeagentur einen Auftrag ?
MF[SO]VC[V]	regpol-vlight	3	5	Weil die Werbeagentur einen Auftrag erteilt .
VF[S]LK[V]MF[O]	regpol-vlight	2	4	Die Redaktion stellt Fragen .
VF[O]LK[V]MF[S]	regpol-vlight	4	1	Fragen stellt die Redaktion .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	5	Deshalb stellt die Redaktion Fragen .
LK[V]MF[SO]	regpol-vlight	3	4	Stellt die Redaktion Fragen ?
MF[SO]VC[V]	regpol-vlight	3	4	Weil die Redaktion Fragen stellt .
VF[S]LK[V]MF[O]	regpol-vlight	2	5	Der Salon stellt einen Antrag .
VF[O]LK[V]MF[S]	regpol-vlight	5	2	Einen Antrag stellt der Salon .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	6	Deshalb stellt der Salon einen Antrag .
LK[V]MF[SO]	regpol-vlight	3	5	Stellt der Salon einen Antrag ?
MF[SO]VC[V]	regpol-vlight	3	5	Weil der Salon einen Antrag stellt .
VF[S]LK[V]MF[O]	regpol-vlight	2	5	Die Dörfer spielen eine Rolle .
VF[O]LK[V]MF[S]	regpol-vlight	5	2	Eine Rolle spielen die Dörfer .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	6	Deshalb spielen die Dörfer eine Rolle .
LK[V]MF[SO]	regpol-vlight	3	5	Spielen die Dörfer eine Rolle ?
MF[SO]VC[V]	regpol-vlight	3	5	Weil die Dörfer eine Rolle spielen .
VF[S]LK[V]MF[O]	regpol-vlight	2	4	Die Seminare nehmen Rücksicht .
VF[O]LK[V]MF[S]	regpol-vlight	4	1	Rücksicht nehmen die Seminare .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	5	Deshalb nehmen die Seminare Rücksicht .
LK[V]MF[SO]	regpol-vlight	3	4	Nehmen die Seminare Rücksicht ?
MF[SO]VC[V]	regpol-vlight	3	4	Weil die Seminare Rücksicht nehmen .
VF[S]LK[V]MF[O]	regpol-vlight	2	4	Die Gemeinden nehmen Abschied .
VF[O]LK[V]MF[S]	regpol-vlight	4	1	Abschied nehmen die Gemeinden .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	5	Deshalb nehmen die Gemeinden Abschied .
LK[V]MF[SO]	regpol-vlight	3	4	Nehmen die Gemeinden Abschied ?
MF[SO]VC[V]	regpol-vlight	3	4	Weil die Gemeinden Abschied nehmen .
VF[S]LK[V]MF[O]	regpol-vlight	2	4	Die Schulen hegen Hoffnung .
VF[O]LK[V]MF[S]	regpol-vlight	4	1	Hoffnung hegen die Schulen .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	5	Deshalb hegen die Schulen Hoffnung .
LK[V]MF[SO]	regpol-vlight	3	4	Hegen die Schulen Hoffnung ?
MF[SO]VC[V]	regpol-vlight	3	4	Weil die Schulen Hoffnung hegen .
VF[S]LK[V]MF[O]	regpol-vlight	2	4	Die Büros nehmen Einfluss .
VF[O]LK[V]MF[S]	regpol-vlight	4	1	Einfluss nehmen die Büros .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	5	Deshalb nehmen die Büros Einfluss .
LK[V]MF[SO]	regpol-vlight	3	4	Nehmen die Büros Einfluss ?
MF[SO]VC[V]	regpol-vlight	3	4	Weil die Büros Einfluss nehmen .
VF[S]LK[V]MF[O]	regpol-vlight	2	4	Die Kanzleien leisten Widerstand .
VF[O]LK[V]MF[S]	regpol-vlight	4	1	Widerstand leisten die Kanzleien .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	5	Deshalb leisten die Kanzleien Widerstand .
LK[V]MF[SO]	regpol-vlight	3	4	Leisten die Kanzleien Widerstand ?
MF[SO]VC[V]	regpol-vlight	3	4	Weil die Kanzleien Widerstand leisten .
VF[S]LK[V]MF[O]	regpol-vlight	2	4	Die Universitäten üben Kritik .
VF[O]LK[V]MF[S]	regpol-vlight	4	1	Kritik üben die Universitäten .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	5	Deshalb üben die Universitäten Kritik .
LK[V]MF[SO]	regpol-vlight	3	4	Üben die Universitäten Kritik ?
MF[SO]VC[V]	regpol-vlight	3	4	Weil die Universitäten Kritik üben .
VF[S]LK[V]MF[O]	regpol-vlight	2	4	Die Werkstätte treiben Sport .
VF[O]LK[V]MF[S]	regpol-vlight	4	1	Sport treiben die Werkstätte .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	5	Deshalb treiben die Werkstätte Sport .
LK[V]MF[SO]	regpol-vlight	3	4	Treiben die Werkstätte Sport ?
MF[SO]VC[V]	regpol-vlight	3	4	Weil die Werkstätte Sport treiben .
VF[S]LK[V]MF[O]	regpol-vlight	2	4	Der Konzern bezieht Stellung .
VF[O]LK[V]MF[S]	regpol-vlight	4	1	Stellung bezieht der Konzern .
VF[ADV]LK[V]MF[SO]	regpol-vlight	4	5	Deshalb bezieht der Konzern Stellung .
LK[V]MF[SO]	regpol-vlight	3	4	Bezieht der Konzern Stellung ?
MF[SO]VC[V]	regpol-vlight	3	4	Weil der Konzern Stellung bezieht .
VF[S]LK[V]MF[O]	sname-vlight	1	4	Daimler macht einen Fehler .
VF[O]LK[V]MF[S]	sname-vlight	4	2	Einen Fehler macht Daimler .
VF[ADV]LK[V]MF[SO]	sname-vlight	3	5	Deshalb macht Daimler einen Fehler .
LK[V]MF[SO]	sname-vlight	2	4	Macht Daimler einen Fehler ?
MF[SO]VC[V]	sname-vlight	2	4	Weil Daimler einen Fehler macht .
VF[S]LK[V]MF[O]	sname-vlight	1	3	Siemens begeht Verbrechen .
VF[O]LK[V]MF[S]	sname-vlight	3	1	Verbrechen begeht Siemens .
VF[ADV]LK[V]MF[SO]	sname-vlight	3	4	Deshalb begeht Siemens Verbrechen .
LK[V]MF[SO]	sname-vlight	2	3	Begeht Siemens Verbrechen ?
MF[SO]VC[V]	sname-vlight	2	3	Weil Siemens Verbrechen begeht .
VF[S]LK[V]MF[O]	sname-vlight	1	3	Harry trifft Entscheidungen .
VF[O]LK[V]MF[S]	sname-vlight	3	1	Entscheidungen trifft Harry .
VF[ADV]LK[V]MF[SO]	sname-vlight	3	4	Deshalb trifft Harry Entscheidungen .
LK[V]MF[SO]	sname-vlight	2	3	Trifft Harry Entscheidungen ?
MF[SO]VC[V]	sname-vlight	2	3	Weil Harry Entscheidungen trifft .
VF[S]LK[V]MF[O]	sname-vlight	1	4	Balazs erteilt einen Auftrag .
VF[O]LK[V]MF[S]	sname-vlight	4	2	Einen Auftrag erteilt Balazs .
VF[ADV]LK[V]MF[SO]	sname-vlight	3	5	Deshalb erteilt Balazs einen Auftrag .
LK[V]MF[SO]	sname-vlight	2	4	Erteilt Balazs einen Auftrag ?
MF[SO]VC[V]	sname-vlight	2	4	Weil Balazs einen Auftrag erteilt .
VF[S]LK[V]MF[O]	sname-vlight	1	3	Clooney stellt Fragen .
VF[O]LK[V]MF[S]	sname-vlight	3	1	Fragen stellt Clooney .
VF[ADV]LK[V]MF[SO]	sname-vlight	3	4	Deshalb stellt Clooney Fragen .
LK[V]MF[SO]	sname-vlight	2	3	Stellt Clooney Fragen ?
MF[SO]VC[V]	sname-vlight	2	3	Weil Clooney Fragen stellt .
VF[S]LK[V]MF[O]	sname-vlight	2	5	Bertolt Brecht stellt einen Antrag .
VF[O]LK[V]MF[S]	sname-vlight	5	2	Einen Antrag stellt Bertolt Brecht .
VF[ADV]LK[V]MF[SO]	sname-vlight	4	6	Deshalb stellt Bertolt Brecht einen Antrag .
LK[V]MF[SO]	sname-vlight	3	5	Stellt Bertolt Brecht einen Antrag ?
MF[SO]VC[V]	sname-vlight	3	5	Weil Bertolt Brecht einen Antrag stellt .
VF[S]LK[V]MF[O]	sname-vlight	1	4	Gillette spielt eine Rolle .
VF[O]LK[V]MF[S]	sname-vlight	4	2	Eine Rolle spielt Gillette .
VF[ADV]LK[V]MF[SO]	sname-vlight	3	5	Deshalb spielt Gillette eine Rolle .
LK[V]MF[SO]	sname-vlight	2	4	Spielt Gillette eine Rolle ?
MF[SO]VC[V]	sname-vlight	2	4	Weil Gillette eine Rolle spielt .
VF[S]LK[V]MF[O]	sname-vlight	1	3	RTL nimmt Rücksicht .
VF[O]LK[V]MF[S]	sname-vlight	3	1	Rücksicht nimmt RTL .
VF[ADV]LK[V]MF[SO]	sname-vlight	3	4	Deshalb nimmt RTL Rücksicht .
LK[V]MF[SO]	sname-vlight	2	3	Nimmt RTL Rücksicht ?
MF[SO]VC[V]	sname-vlight	2	3	Weil RTL Rücksicht nimmt .
VF[S]LK[V]MF[O]	sname-vlight	2	4	Günter Jauch nimmt Abschied .
VF[O]LK[V]MF[S]	sname-vlight	4	1	Abschied nimmt Günter Jauch .
VF[ADV]LK[V]MF[SO]	sname-vlight	4	5	Deshalb nimmt Günter Jauch Abschied .
LK[V]MF[SO]	sname-vlight	3	4	Nimmt Günter Jauch Abschied ?
MF[SO]VC[V]	sname-vlight	3	4	Weil Günter Jauch Abschied nimmt .
VF[S]LK[V]MF[O]	sname-vlight	1	3	Merkel hegt Hoffnungen .
VF[O]LK[V]MF[S]	sname-vlight	3	1	Hoffnungen hegt Merkel .
VF[ADV]LK[V]MF[SO]	sname-vlight	3	4	Deshalb hegt Merkel Hoffnungen .
LK[V]MF[SO]	sname-vlight	2	3	Hegt Merkel Hoffnungen ?
MF[SO]VC[V]	sname-vlight	2	3	Weil Merkel Hoffnungen hegt .
VF[S]LK[V]MF[O]	sname-vlight	1	3	Degas nimmt Einfluss .
VF[O]LK[V]MF[S]	sname-vlight	3	1	Einfluss nimmt Degas .
VF[ADV]LK[V]MF[SO]	sname-vlight	3	4	Deshalb nimmt Degas Einfluss .
LK[V]MF[SO]	sname-vlight	2	3	Nimmt Degas Einfluss ?
MF[SO]VC[V]	sname-vlight	2	3	Weil Degas Einfluss nimmt .
VF[S]LK[V]MF[O]	sname-vlight	1	3	Vietnam leistet Widerstand .
VF[O]LK[V]MF[S]	sname-vlight	3	1	Widerstand leistet Vietnam .
VF[ADV]LK[V]MF[SO]	sname-vlight	3	4	Deshalb leistet Vietnam Widerstand .
LK[V]MF[SO]	sname-vlight	2	3	Leistet Vietnam Widerstand ?
MF[SO]VC[V]	sname-vlight	2	3	Weil Vietnam Widerstand leistet .
VF[S]LK[V]MF[O]	sname-vlight	1	3	Anke übt Kritik .
VF[O]LK[V]MF[S]	sname-vlight	3	1	Kritik übt Anke .
VF[ADV]LK[V]MF[SO]	sname-vlight	3	4	Deshalb übt Anke Kritik .
LK[V]MF[SO]	sname-vlight	2	3	Übt Anke Kritik ?
MF[SO]VC[V]	sname-vlight	2	3	Weil Anke Kritik übt .
VF[S]LK[V]MF[O]	sname-vlight	1	3	Bonn treibt Sport .
VF[O]LK[V]MF[S]	sname-vlight	3	1	Sport treibt Bonn .
VF[ADV]LK[V]MF[SO]	sname-vlight	3	4	Deshalb treibt Bonn Sport .
LK[V]MF[SO]	sname-vlight	2	3	Treibt Bonn Sport ?
MF[SO]VC[V]	sname-vlight	2	3	Weil Bonn Sport treibt .
VF[S]LK[V]MF[O]	sname-vlight	1	3	EnBW bezieht Stellung .
VF[O]LK[V]MF[S]	sname-vlight	3	1	Stellung bezieht EnBW .
VF[ADV]LK[V]MF[SO]	sname-vlight	3	4	Deshalb bezieht EnBW Stellung .
LK[V]MF[SO]	sname-vlight	2	3	Bezieht EnBW Stellung ?
MF[SO]VC[V]	sname-vlight	2	3	Weil EnBW Stellung bezieht .
VF[S]LK[V]MF[O]	base-syn	2	5	Der General beginnt einen Angriff .
VF[O]LK[V]MF[S]	base-syn	5	2	Einen Angriff beginnt der General .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb beginnt der General einen Angriff .
LK[V]MF[SO]	base-syn	3	5	Beginnt der General einen Angriff ?
MF[SO]VC[V]	base-syn	3	5	Weil der General einen Angriff beginnt .
VF[S]LK[V]MF[O]	base-syn	2	5	Die Partner führen ein Doppelleben .
VF[O]LK[V]MF[S]	base-syn	5	2	Ein Doppelleben führen die Partner .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb führen die Partner ein Doppelleben .
LK[V]MF[SO]	base-syn	3	5	Führen die Partner ein Doppelleben ?
MF[SO]VC[V]	base-syn	3	5	Weil die Partner ein Doppelleben führen .
VF[S]LK[V]MF[O]	base-syn	2	5	Der Journalist überspielt eine Aufnahme .
VF[O]LK[V]MF[S]	base-syn	5	2	Eine Aufnahme überspielt der Journalist .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb überspielt der Journalist eine Aufnahme .
LK[V]MF[SO]	base-syn	3	5	Überspielt der Journalist eine Aufnahme ?
MF[SO]VC[V]	base-syn	3	5	Weil der Journalist eine Aufnahme überspielt .
VF[S]LK[V]MF[O]	base-syn	2	5	Die Freundinnen inszenieren eine Traumhochzeit .
VF[O]LK[V]MF[S]	base-syn	5	2	Eine Traumhochzeit inszenieren die Freundinnen .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb inszenieren die Freundinnen eine Traumhochzeit .
LK[V]MF[SO]	base-syn	3	5	Inszenieren die Freundinnen eine Traumhochzeit ?
MF[SO]VC[V]	base-syn	3	5	Weil die Freundinnen eine Traumhochzeit inszenieren .
VF[S]LK[V]MF[O]	base-syn	2	5	Der Passant beschmeißt ein Kunstwerk .
VF[O]LK[V]MF[S]	base-syn	5	2	Ein Kunstwerk beschmeißt der Passant .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb beschmeißt der Passant ein Kunstwerk .
LK[V]MF[SO]	base-syn	3	5	Beschmeißt der Passant ein Kunstwerk ?
MF[SO]VC[V]	base-syn	3	5	Weil der Passant ein Kunstwerk beschmeißt .
VF[S]LK[V]MF[O]	base-syn	2	5	Die Kinder erraten eine Lösung .
VF[O]LK[V]MF[S]	base-syn	5	2	Eine Lösung erraten die Kinder .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb erraten die Kinder eine Lösung .
LK[V]MF[SO]	base-syn	3	5	Erraten die Kinder eine Lösung ?
MF[SO]VC[V]	base-syn	3	5	Weil die Kinder eine Lösung erraten .
VF[S]LK[V]MF[O]	base-syn	2	5	Der Leser bestellt eine Zeitschrift .
VF[O]LK[V]MF[S]	base-syn	5	2	Eine Zeitschrift bestellt der Leser .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb bestellt der Leser eine Zeitschrift .
LK[V]MF[SO]	base-syn	3	5	Bestellt der Leser eine Zeitschrift ?
MF[SO]VC[V]	base-syn	3	5	Weil der Leser eine Zeitschrift bestellt .
VF[S]LK[V]MF[O]	base-syn	2	5	Der Herr stutzt einen Bart .
VF[O]LK[V]MF[S]	base-syn	5	2	Einen Bart stutzt der Herr .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb stutzt der Herr einen Bart .
LK[V]MF[SO]	base-syn	3	5	Stutzt der Herr einen Bart ?
MF[SO]VC[V]	base-syn	3	5	Weil der Herr einen Bart stutzt .
VF[S]LK[V]MF[O]	base-syn	2	5	Die Mamas schlürfen einen Kaffee .
VF[O]LK[V]MF[S]	base-syn	5	2	Einen Kaffee schlürfen die Mamas .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb schlürfen die Mamas einen Kaffee .
LK[V]MF[SO]	base-syn	3	5	Schlürfen die Mamas einen Kaffee ?
MF[SO]VC[V]	base-syn	3	5	Weil die Mamas einen Kaffee schlürfen .
VF[S]LK[V]MF[O]	base-syn	2	5	Der Schriftsteller verfasst einen Roman .
VF[O]LK[V]MF[S]	base-syn	5	2	Einen Roman verfasst der Schriftsteller .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb verfasst der Schriftsteller einen Roman .
LK[V]MF[SO]	base-syn	3	5	Verfasst der Schriftsteller einen Roman ?
MF[SO]VC[V]	base-syn	3	5	Weil der Schriftsteller einen Roman verfasst .
VF[S]LK[V]MF[O]	base-syn	2	5	Der Politiker beendigt eine Rede .
VF[O]LK[V]MF[S]	base-syn	5	2	Eine Rede beendigt der Politiker .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb beendigt der Politiker eine Rede .
LK[V]MF[SO]	base-syn	3	5	Beendigt der Politiker eine Rede ?
MF[SO]VC[V]	base-syn	3	5	Weil der Politiker eine Rede beendigt .
VF[S]LK[V]MF[O]	base-syn	2	5	Die Abgeordneten kriegen ein Grundgehalt .
VF[O]LK[V]MF[S]	base-syn	5	2	Ein Grundgehalt kriegen die Abgeordneten .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb kriegen die Abgeordneten ein Grundgehalt .
LK[V]MF[SO]	base-syn	3	5	Kriegen die Abgeordneten ein Grundgehalt ?
MF[SO]VC[V]	base-syn	3	5	Weil die Abgeordneten ein Grundgehalt kriegen .
VF[S]LK[V]MF[O]	base-syn	2	5	Der Kleinbauer errichtet einen Bauzaun .
VF[O]LK[V]MF[S]	base-syn	5	2	Einen Bauzaun errichtet der Kleinbauer .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb errichtet der Kleinbauer einen Bauzaun .
LK[V]MF[SO]	base-syn	3	5	Errichtet der Kleinbauer einen Bauzaun ?
MF[SO]VC[V]	base-syn	3	5	Weil der Kleinbauer einen Bauzaun errichtet .
VF[S]LK[V]MF[O]	base-syn	2	5	Die Sportlerinnen erringen eine Tour .
VF[O]LK[V]MF[S]	base-syn	5	2	Eine Tour erringen die Sportlerinnen .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb erringen die Sportlerinnen eine Tour .
LK[V]MF[SO]	base-syn	3	5	Erringen die Sportlerinnen eine Tour ?
MF[SO]VC[V]	base-syn	3	5	Weil die Sportlerinnen eine Tour erringen .
VF[S]LK[V]MF[O]	base-syn	2	5	Der Handwerker bestreitet eine Bauausführung .
VF[O]LK[V]MF[S]	base-syn	5	2	Eine Bauausführung bestreitet der Handwerker .
VF[ADV]LK[V]MF[SO]	base-syn	4	6	Deshalb bestreitet der Handwerker eine Bauausführung .
LK[V]MF[SO]	base-syn	3	5	Bestreitet der Handwerker eine Bauausführung ?
MF[SO]VC[V]	base-syn	3	5	Weil der Handwerker eine Bauausführung bestreitet .
VF[S]LK[V]MF[O]	dat-syn	2	5	Die Diebin entwischt einer Anklagebank .
VF[O]LK[V]MF[S]	dat-syn	5	2	Einer Anklagebank entwischt die Diebin .
VF[ADV]LK[V]MF[SO]	dat-syn	4	6	Deshalb entwischt die Diebin einer Anklagebank .
LK[V]MF[SO]	dat-syn	3	5	Entwischt die Diebin einer Anklagebank ?
MF[SO]VC[V]	dat-syn	3	5	Weil die Diebin einer Anklagebank entwischt .
VF[S]LK[V]MF[O]	dat-syn	2	5	Die Ratten entspringen einer Kanalisation .
VF[O]LK[V]MF[S]	dat-syn	5	2	Einer Kanalisation entspringen die Ratten .
VF[ADV]LK[V]MF[SO]	dat-syn	4	6	Deshalb entspringen die Ratten einer Kanalisation .
LK[V]MF[SO]	dat-syn	3	5	Entspringen die Ratten einer Kanalisation ?
MF[SO]VC[V]	dat-syn	3	5	Weil die Ratten einer Kanalisation entspringen .
VF[S]LK[V]MF[O]	dat-syn	2	5	Der Abiturient horcht einem Vortrag .
VF[O]LK[V]MF[S]	dat-syn	5	2	Einem Vortrag horcht der Abiturient .
VF[ADV]LK[V]MF[SO]	dat-syn	4	6	Deshalb horcht der Abiturient einem Vortrag .
LK[V]MF[SO]	dat-syn	3	5	Horcht der Abiturient einem Vortrag ?
MF[SO]VC[V]	dat-syn	3	5	Weil der Abiturient einem Vortrag horcht .
VF[S]LK[V]MF[O]	dat-syn	2	5	Der Referent entschwindet einer Sitzung .
VF[O]LK[V]MF[S]	dat-syn	5	2	Einer Sitzung entschwindet der Referent .
VF[ADV]LK[V]MF[SO]	dat-syn	4	6	Deshalb entschwindet der Referent einer Sitzung .
LK[V]MF[SO]	dat-syn	3	5	Entschwindet der Referent einer Sitzung ?
MF[SO]VC[V]	dat-syn	3	5	Weil der Referent einer Sitzung entschwindet .
VF[S]LK[V]MF[O]	dat-syn	2	5	Der Manager hilft einer Karriere .
VF[O]LK[V]MF[S]	dat-syn	5	2	Einer Karriere hilft der Manager .
VF[ADV]LK[V]MF[SO]	dat-syn	4	6	Deshalb hilft der Manager einer Karriere .
LK[V]MF[SO]	dat-syn	3	5	Hilft der Manager einer Karriere ?
MF[SO]VC[V]	dat-syn	3	5	Weil der Manager einer Karriere hilft .
VF[S]LK[V]MF[O]	dat-syn	2	5	Die Pfadfinder ähneln einem Ameisenhaufen .
VF[O]LK[V]MF[S]	dat-syn	5	2	Einem Ameisenhaufen ähneln die Pfadfinder .
VF[ADV]LK[V]MF[SO]	dat-syn	4	6	Deshalb ähneln die Pfadfinder einem Ameisenhaufen .
LK[V]MF[SO]	dat-syn	3	5	Ähneln die Pfadfinder einem Ameisenhaufen ?
MF[SO]VC[V]	dat-syn	3	5	Weil die Pfadfinder einem Ameisenhaufen ähneln .
VF[S]LK[V]MF[O]	dat-syn	2	5	Die Fußgängerin wedelt einem Auto .
VF[O]LK[V]MF[S]	dat-syn	5	2	Einem Auto wedelt die Fußgängerin .
VF[ADV]LK[V]MF[SO]	dat-syn	4	6	Deshalb wedelt die Fußgängerin einem Auto .
LK[V]MF[SO]	dat-syn	3	5	Wedelt die Fußgängerin einem Auto ?
MF[SO]VC[V]	dat-syn	3	5	Weil die Fußgängerin einem Auto wedelt .
VF[S]LK[V]MF[O]	dat-syn	2	5	Der Akteur unterliegt einem Kommando .
VF[O]LK[V]MF[S]	dat-syn	5	2	Einem Kommando unterliegt der Akteur .
VF[ADV]LK[V]MF[SO]	dat-syn	4	6	Deshalb unterliegt der Akteur einem Kommando .
LK[V]MF[SO]	dat-syn	3	5	Unterliegt der Akteur einem Kommando ?
MF[SO]VC[V]	dat-syn	3	5	Weil der Akteur einem Kommando unterliegt .
VF[S]LK[V]MF[O]	dat-syn	2	5	Die Astronauten trauen einer Bodenstation .
VF[O]LK[V]MF[S]	dat-syn	5	2	Einer Bodenstation trauen die Astronauten .
VF[ADV]LK[V]MF[SO]	dat-syn	4	6	Deshalb trauen die Astronauten einer Bodenstation .
LK[V]MF[SO]	dat-syn	3	5	Trauen die Astronauten einer Bodenstation ?
MF[SO]VC[V]	dat-syn	3	5	Weil die Astronauten einer Bodenstation trauen .
VF[S]LK[V]MF[O]	dat-syn	2	5	Die Demonstranten entkommen einer Räumung .
VF[O]LK[V]MF[S]	dat-syn	5	2	Einer Räumung entkommen die Demonstranten .
VF[ADV]LK[V]MF[SO]	dat-syn	4	6	Deshalb entkommen die Demonstranten einer Räumung .
LK[V]MF[SO]	dat-syn	3	5	Entkommen die Demonstranten einer Räumung ?
MF[SO]VC[V]	dat-syn	3	5	Weil die Demonstranten einer Räumung entkommen .
VF[S]LK[V]MF[O]	dat-syn	2	5	Der Schreihals folgt einem Impuls .
VF[O]LK[V]MF[S]	dat-syn	5	2	Einem Impuls folgt der Schreihals .
VF[ADV]LK[V]MF[SO]	dat-syn	4	6	Deshalb folgt der Schreihals einem Impuls .
LK[V]MF[SO]	dat-syn	3	5	Folgt der Schreihals einem Impuls ?
MF[SO]VC[V]	dat-syn	3	5	Weil der Schreihals einem Impuls folgt .
VF[S]LK[V]MF[O]	dat-syn	2	5	Der Sekretär widerstrebt einer Anweisung .
VF[O]LK[V]MF[S]	dat-syn	5	2	Einer Anweisung widerstrebt der Sekretär .
VF[ADV]LK[V]MF[SO]	dat-syn	4	6	Deshalb widerstrebt der Sekretär einer Anweisung .
LK[V]MF[SO]	dat-syn	3	5	Widerstrebt der Sekretär einer Anweisung ?
