Word Order	Other Properties	Subject Position	Object Position	Sentence					Subj preceds obj	Is ambiguous	Not amb, subj before obj	Not amb, obj before subj		Satzl�nge	Is pp/aux	
VF[O]LK[V]MF[S]	oneg-psy	5	2	Keinen Abgeordneten beschämt das Grundgehalt .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	oneg-psy	4	6	Deshalb beschämt das Grundgehalt keinen Abgeordneten .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	oneg-psy	6	4	Deshalb beschämt keinen Abgeordneten das Grundgehalt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	oneg-psy	3	5	Beschämt das Grundgehalt keinen Abgeordneten ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	oneg-psy	5	3	Beschämt keinen Abgeordneten das Grundgehalt ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	oneg-psy	3	5	Weil das Grundgehalt keinen Abgeordneten beschämt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	oneg-psy	5	3	Weil keinen Abgeordneten das Grundgehalt beschämt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	oneg-psy	2	5	Der Bauzaun reut keinen Kleinbauern .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	oneg-psy	5	2	Keinen Kleinbauern reut der Bauzaun .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	oneg-psy	4	6	Deshalb reut der Bauzaun keinen Kleinbauern .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	oneg-psy	6	4	Deshalb reut keinen Kleinbauern der Bauzaun .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	oneg-psy	3	5	Reut der Bauzaun keinen Kleinbauern ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	oneg-psy	5	3	Reut keinen Kleinbauern der Bauzaun ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	oneg-psy	3	5	Weil der Bauzaun keinen Kleinbauern reut .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	oneg-psy	5	3	Weil keinen Kleinbauern der Bauzaun reut .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	oneg-psy	2	5	Die Tour amüsiert keinen Sportler .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	oneg-psy	5	2	Keinen Sportler amüsiert die Tour .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	oneg-psy	4	6	Deshalb amüsiert die Tour keinen Sportler .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	oneg-psy	6	4	Deshalb amüsiert keinen Sportler die Tour .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	oneg-psy	3	5	Amüsiert die Tour keinen Sportler ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	oneg-psy	5	3	Amüsiert keinen Sportler die Tour ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	oneg-psy	3	5	Weil die Tour keinen Sportler amüsiert .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	oneg-psy	5	3	Weil keinen Sportler die Tour amüsiert .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	oneg-psy	2	5	Die Bauausführung belustigt keinen Handwerker .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	oneg-psy	5	2	Keinen Handwerker belustigt die Bauausführung .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	oneg-psy	4	6	Deshalb belustigt die Bauausführung keinen Handwerker .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	oneg-psy	6	4	Deshalb belustigt keinen Handwerker die Bauausführung .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	oneg-psy	3	5	Belustigt die Bauausführung keinen Handwerker ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	oneg-psy	5	3	Belustigt keinen Handwerker die Bauausführung ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	oneg-psy	3	5	Weil die Bauausführung keinen Handwerker belustigt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	oneg-psy	5	3	Weil keinen Handwerker die Bauausführung belustigt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Der Angriff fesselt in dem Jahr einen General .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Einen General fesselt in dem Jahr der Angriff .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb fesselt in dem Jahr der Angriff einen General .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb fesselt in dem Jahr einen General der Angriff .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Fesselt in dem Jahr der Angriff einen General ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Fesselt in dem Jahr einen General der Angriff ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr der Angriff einen General fesselt .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr einen General der Angriff fesselt .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Das Doppelleben langweilt in dem Jahr einen Partner .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Einen Partner langweilt in dem Jahr das Doppelleben .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb langweilt in dem Jahr das Doppelleben einen Partner .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb langweilt in dem Jahr einen Partner das Doppelleben .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Langweilt in dem Jahr das Doppelleben einen Partner ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Langweilt in dem Jahr einen Partner das Doppelleben ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr das Doppelleben einen Partner langweilt .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr einen Partner das Doppelleben langweilt .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Die Aufnahmen begeistern in dem Jahr einen Journalisten .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Einen Journalisten begeistern in dem Jahr die Aufnahmen .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb begeistern in dem Jahr die Aufnahmen einen Journalisten .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb begeistern in dem Jahr einen Journalisten die Aufnahmen .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Begeistern in dem Jahr die Aufnahmen einen Journalisten ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Begeistern in dem Jahr einen Journalisten die Aufnahmen ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr die Aufnahmen einen Journalisten begeistern .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr einen Journalisten die Aufnahmen begeistern .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Die Traumhochzeiten erzürnen in dem Jahr eine Freundin .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Eine Freundin erzürnen in dem Jahr die Traumhochzeiten .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb erzürnen in dem Jahr die Traumhochzeiten eine Freundin .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb erzürnen in dem Jahr eine Freundin die Traumhochzeiten .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Erzürnen in dem Jahr die Traumhochzeiten eine Freundin ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Erzürnen in dem Jahr eine Freundin die Traumhochzeiten ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr die Traumhochzeiten eine Freundin erzürnen .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr eine Freundin die Traumhochzeiten erzürnen .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Die Kunstwerke faszinieren in dem Jahr einen Passanten .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Einen Passanten faszinieren in dem Jahr die Kunstwerke .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb faszinieren in dem Jahr die Kunstwerke einen Passanten .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb faszinieren in dem Jahr einen Passanten die Kunstwerke .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Faszinieren in dem Jahr die Kunstwerke einen Passanten ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Faszinieren in dem Jahr einen Passanten die Kunstwerke ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr die Kunstwerke einen Passanten faszinieren .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr einen Passanten die Kunstwerke faszinieren .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Die Lösungen berühren in dem Jahr ein Kind .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Ein Kind berühren in dem Jahr die Lösungen .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb berühren in dem Jahr die Lösungen ein Kind .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb berühren in dem Jahr ein Kind die Lösungen .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Berühren in dem Jahr die Lösungen ein Kind ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Berühren in dem Jahr ein Kind die Lösungen ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr die Lösungen ein Kind berühren .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr ein Kind die Lösungen berühren .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Die Zeitschrift ängstigt in dem Jahr einen Leser .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Einen Leser ängstigt in dem Jahr die Zeitschrift .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb ängstigt in dem Jahr die Zeitschrift einen Leser .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb ängstigt in dem Jahr einen Leser die Zeitschrift .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Ängstigt in dem Jahr die Zeitschrift einen Leser ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Ängstigt in dem Jahr einen Leser die Zeitschrift ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr die Zeitschrift einen Leser ängstigt .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr einen Leser die Zeitschrift ängstigt .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Der Bart erstaunt in dem Jahr einen Herrn .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Einen Herrn erstaunt in dem Jahr der Bart .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb erstaunt in dem Jahr der Bart einen Herrn .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb erstaunt in dem Jahr einen Herrn der Bart .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Erstaunt in dem Jahr der Bart einen Herrn ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Erstaunt in dem Jahr einen Herrn der Bart ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr der Bart einen Herrn erstaunt .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr einen Herrn der Bart erstaunt .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Der Kaffee erfreut in dem Jahr eine Mama .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Eine Mama erfreut in dem Jahr der Kaffee .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb erfreut in dem Jahr der Kaffee eine Mama .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb erfreut in dem Jahr eine Mama der Kaffee .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Erfreut in dem Jahr der Kaffee eine Mama ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Erfreut in dem Jahr eine Mama der Kaffee ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr der Kaffee eine Mama erfreut .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr eine Mama der Kaffee erfreut .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Der Roman frustriert in dem Jahr einen Schriftsteller .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Einen Schriftsteller frustriert in dem Jahr der Roman .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb frustriert in dem Jahr der Roman einen Schriftsteller .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb frustriert in dem Jahr einen Schriftsteller der Roman .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Frustriert in dem Jahr der Roman einen Schriftsteller ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Frustriert in dem Jahr einen Schriftsteller der Roman ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr der Roman einen Schriftsteller frustriert .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr einen Schriftsteller der Roman frustriert .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Die Rede erbost in dem Jahr einen Politiker .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Einen Politiker erbost in dem Jahr die Rede .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb erbost in dem Jahr die Rede einen Politiker .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb erbost in dem Jahr einen Politiker die Rede .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Erbost in dem Jahr die Rede einen Politiker ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Erbost in dem Jahr einen Politiker die Rede ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr die Rede einen Politiker erbost .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr einen Politiker die Rede erbost .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Das Grundgehalt beschämt in dem Jahr einen Abgeordneten .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Einen Abgeordneten beschämt in dem Jahr das Grundgehalt .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb beschämt in dem Jahr das Grundgehalt einen Abgeordneten .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb beschämt in dem Jahr einen Abgeordneten das Grundgehalt .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Beschämt in dem Jahr das Grundgehalt einen Abgeordneten ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Beschämt in dem Jahr einen Abgeordneten das Grundgehalt ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr das Grundgehalt einen Abgeordneten beschämt .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr einen Abgeordneten das Grundgehalt beschämt .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Der Bauzaun reut in dem Jahr einen Kleinbauern .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Einen Kleinbauern reut in dem Jahr der Bauzaun .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb reut in dem Jahr der Bauzaun einen Kleinbauern .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb reut in dem Jahr einen Kleinbauern der Bauzaun .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Reut in dem Jahr der Bauzaun einen Kleinbauern ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Reut in dem Jahr einen Kleinbauern der Bauzaun ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr der Bauzaun einen Kleinbauern reut .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr einen Kleinbauern der Bauzaun reut .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Die Tour amüsiert in dem Jahr einen Sportler .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Einen Sportler amüsiert in dem Jahr die Tour .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb amüsiert in dem Jahr die Tour einen Sportler .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb amüsiert in dem Jahr einen Sportler die Tour .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Amüsiert in dem Jahr die Tour einen Sportler ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Amüsiert in dem Jahr einen Sportler die Tour ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr die Tour einen Sportler amüsiert .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr einen Sportler die Tour amüsiert .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	pp-psy	2	8	Die Bauausführung belustigt in dem Jahr einen Handwerker .					WAHR	FALSCH	WAHR	FALSCH		8	1	6
VF[O]LK[V]MF[S]	pp-psy	8	2	Einen Handwerker belustigt in dem Jahr die Bauausführung .					FALSCH	FALSCH	FALSCH	WAHR		8	1	6
LK[V]MF[SO]	pp-psy	7	9	Deshalb belustigt in dem Jahr die Bauausführung einen Handwerker .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
LK[V]MF[OS]	pp-psy	9	7	Deshalb belustigt in dem Jahr einen Handwerker die Bauausführung .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
LK[V]MF[SO]Q	pp-psy	6	8	Belustigt in dem Jahr die Bauausführung einen Handwerker ?					WAHR	FALSCH	WAHR	FALSCH		8	1	2
LK[V]MF[OS]Q	pp-psy	8	6	Belustigt in dem Jahr einen Handwerker die Bauausführung ?					FALSCH	FALSCH	FALSCH	WAHR		8	1	2
MF[SO]VC[V]	pp-psy	6	8	Weil in dem Jahr die Bauausführung einen Handwerker belustigt .					WAHR	FALSCH	WAHR	FALSCH		9	1	2
MF[OS]VC[V]	pp-psy	8	6	Weil in dem Jahr einen Handwerker die Bauausführung belustigt .					FALSCH	FALSCH	FALSCH	WAHR		9	1	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Der Angriff fesselt eine Kanzlei .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Eine Kanzlei fesselt der Angriff .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb fesselt der Angriff eine Kanzlei .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb fesselt eine Kanzlei der Angriff .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Fesselt der Angriff eine Kanzlei ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Fesselt eine Kanzlei der Angriff ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil der Angriff eine Kanzlei fesselt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil eine Kanzlei der Angriff fesselt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Die Doppelleben langweilen einen Laden .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Einen Laden langweilen die Doppelleben .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb langweilen die Doppelleben einen Laden .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb langweilen einen Laden die Doppelleben .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Langweilen die Doppelleben einen Laden ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Langweilen einen Laden die Doppelleben ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil die Doppelleben einen Laden langweilen .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil einen Laden die Doppelleben langweilen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Die Aufnahmen begeistern eine Werbeagentur .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Eine Werbeagentur begeistern die Aufnahmen .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb begeistern die Aufnahmen eine Werbeagentur .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb begeistern eine Werbeagentur die Aufnahmen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Begeistern die Aufnahmen eine Werbeagentur ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Begeistern eine Werbeagentur die Aufnahmen ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil die Aufnahmen eine Werbeagentur begeistern .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil eine Werbeagentur die Aufnahmen begeistern .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
