Word Order	Other Properties	Subject Position	Object Position	Sentence										Satzl�nge	Is pp/aux	Subj-obj distance			
VF[O]LK[V]MF[S]	pp-vlight	7	1	Sport treibt in dem Jahr die Mountainbikerin .					FALSCH					7	1	6			
LK[V]MF[SO]	pp-vlight	7	8	Deshalb treibt in dem Jahr die Mountainbikerin Sport .					WAHR					8	1	1			
LK[V]MF[SO]Q	pp-vlight	6	7	Treibt in dem Jahr die Mountainbikerin Sport ?					WAHR					7	1	1			
MF[SO]VC[V]	pp-vlight	6	7	Weil in dem Jahr die Mountainbikerin Sport treibt .					WAHR					8	1	1			
VF[S]LK[V]MF[O]	pp-vlight	2	7	Die Pressesprecherin bezieht in dem Jahr Stellung .					WAHR					7	1	5			
VF[O]LK[V]MF[S]	pp-vlight	7	1	Stellung bezieht in dem Jahr die Pressesprecherin .					FALSCH					7	1	6			
LK[V]MF[SO]	pp-vlight	7	8	Deshalb bezieht in dem Jahr die Pressesprecherin Stellung .					WAHR					8	1	1			
LK[V]MF[SO]Q	pp-vlight	6	7	Bezieht in dem Jahr die Pressesprecherin Stellung ?					WAHR					7	1	1			
MF[SO]VC[V]	pp-vlight	6	7	Weil in dem Jahr die Pressesprecherin Stellung bezieht .					WAHR					8	1	1			
VF[S]LK[V]MF[O]	sinan-vlight	2	4	Die Programme machen Fehler .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinan-vlight	4	1	Fehler machen die Programme .					FALSCH					4	0	3			
LK[V]MF[SO]	sinan-vlight	4	5	Deshalb machen die Programme Fehler .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinan-vlight	3	4	Machen die Programme Fehler ?					WAHR					4	0	1			
MF[SO]VC[V]	sinan-vlight	3	4	Weil die Programme Fehler machen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinan-vlight	2	5	Die Software begeht ein Verbrechen .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	sinan-vlight	5	2	Ein Verbrechen begeht die Software .					FALSCH					5	0	3			
LK[V]MF[SO]	sinan-vlight	4	6	Deshalb begeht die Software ein Verbrechen .					WAHR					6	0	2			
LK[V]MF[SO]Q	sinan-vlight	3	5	Begeht die Software ein Verbrechen ?					WAHR					5	0	2			
MF[SO]VC[V]	sinan-vlight	3	5	Weil die Software ein Verbrechen begeht .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	sinan-vlight	2	5	Das System trifft eine Entscheidung .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	sinan-vlight	5	2	Eine Entscheidung trifft das System .					FALSCH					5	0	3			
LK[V]MF[SO]	sinan-vlight	4	6	Deshalb trifft das System eine Entscheidung .					WAHR					6	0	2			
LK[V]MF[SO]Q	sinan-vlight	3	5	Trifft das System eine Entscheidung ?					WAHR					5	0	2			
MF[SO]VC[V]	sinan-vlight	3	5	Weil das System eine Entscheidung trifft .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	sinan-vlight	2	4	Die Clicks stellen Anträge .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinan-vlight	4	1	Anträge stellen die Clicks .					FALSCH					4	0	3			
LK[V]MF[SO]	sinan-vlight	4	5	Deshalb stellen die Clicks Anträge .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinan-vlight	3	4	Stellen die Clicks Anträge ?					WAHR					4	0	1			
MF[SO]VC[V]	sinan-vlight	3	4	Weil die Clicks Anträge stellen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinan-vlight	2	4	Die Chatbots stellen Fragen .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinan-vlight	4	1	Fragen stellen die Chatbots .					FALSCH					4	0	3			
LK[V]MF[SO]	sinan-vlight	4	5	Deshalb stellen die Chatbots Fragen .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinan-vlight	3	4	Stellen die Chatbots Fragen ?					WAHR					4	0	1			
MF[SO]VC[V]	sinan-vlight	3	4	Weil die Chatbots Fragen stellen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinan-vlight	2	4	Die Genehmigungen erteilen Aufträge .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinan-vlight	4	1	Aufträge erteilen die Genehmigungen .					FALSCH					4	0	3			
LK[V]MF[SO]	sinan-vlight	4	5	Deshalb erteilen die Genehmigungen Aufträge .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinan-vlight	3	4	Erteilen die Genehmigungen Aufträge ?					WAHR					4	0	1			
MF[SO]VC[V]	sinan-vlight	3	4	Weil die Genehmigungen Aufträge erteilen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinan-vlight	2	5	Das Thema spielt eine Rolle .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	sinan-vlight	5	2	Eine Rolle spielt das Thema .					FALSCH					5	0	3			
LK[V]MF[SO]	sinan-vlight	4	6	Deshalb spielt das Thema eine Rolle .					WAHR					6	0	2			
LK[V]MF[SO]Q	sinan-vlight	3	5	Spielt das Thema eine Rolle ?					WAHR					5	0	2			
MF[SO]VC[V]	sinan-vlight	3	5	Weil das Thema eine Rolle spielt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	sinan-vlight	2	4	Das Faxgerät nimmt Abschied .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinan-vlight	4	1	Abschied nimmt das Faxgerät .					FALSCH					4	0	3			
LK[V]MF[SO]	sinan-vlight	4	5	Deshalb nimmt das Faxgerät Abschied .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinan-vlight	3	4	Nimmt das Faxgerät Abschied ?					WAHR					4	0	1			
MF[SO]VC[V]	sinan-vlight	3	4	Weil das Faxgerät Abschied nimmt .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinan-vlight	2	4	Das Buch übt Kritik .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinan-vlight	4	1	Kritik übt das Buch .					FALSCH					4	0	3			
LK[V]MF[SO]	sinan-vlight	4	5	Deshalb übt das Buch Kritik .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinan-vlight	3	4	Übt das Buch Kritik ?					WAHR					4	0	1			
MF[SO]VC[V]	sinan-vlight	3	4	Weil das Buch Kritik übt .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinst-vlight	2	4	Die Praxen machen Fehler .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinst-vlight	4	1	Fehler machen die Praxen .					FALSCH					4	0	3			
LK[V]MF[SO]	sinst-vlight	4	5	Deshalb machen die Praxen Fehler .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinst-vlight	3	4	Machen die Praxen Fehler ?					WAHR					4	0	1			
MF[SO]VC[V]	sinst-vlight	3	4	Weil die Praxen Fehler machen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinst-vlight	2	4	Die Läden begehen Verbrechen .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinst-vlight	4	1	Verbrechen begehen die Läden .					FALSCH					4	0	3			
LK[V]MF[SO]	sinst-vlight	4	5	Deshalb begehen die Läden Verbrechen .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinst-vlight	3	4	Begehen die Läden Verbrechen ?					WAHR					4	0	1			
MF[SO]VC[V]	sinst-vlight	3	4	Weil die Läden Verbrechen begehen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinst-vlight	2	5	Das Landratsamt trifft eine Entscheidung .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	sinst-vlight	5	2	Eine Entscheidung trifft das Landratsamt .					FALSCH					5	0	3			
LK[V]MF[SO]	sinst-vlight	4	6	Deshalb trifft das Landratsamt eine Entscheidung .					WAHR					6	0	2			
LK[V]MF[SO]Q	sinst-vlight	3	5	Trifft das Landratsamt eine Entscheidung ?					WAHR					5	0	2			
MF[SO]VC[V]	sinst-vlight	3	5	Weil das Landratsamt eine Entscheidung trifft .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	sinst-vlight	2	4	Die Werbeagenturen erteilen Aufträge .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinst-vlight	4	1	Aufträge erteilen die Werbeagenturen .					FALSCH					4	0	3			
LK[V]MF[SO]	sinst-vlight	4	5	Deshalb erteilen die Werbeagenturen Aufträge .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinst-vlight	3	4	Erteilen die Werbeagenturen Aufträge ?					WAHR					4	0	1			
MF[SO]VC[V]	sinst-vlight	3	4	Weil die Werbeagenturen Aufträge erteilen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinst-vlight	2	5	Die Redaktion stellt eine Frage .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	sinst-vlight	5	2	Eine Frage stellt die Redaktion .					FALSCH					5	0	3			
LK[V]MF[SO]	sinst-vlight	4	6	Deshalb stellt die Redaktion eine Frage .					WAHR					6	0	2			
LK[V]MF[SO]Q	sinst-vlight	3	5	Stellt die Redaktion eine Frage ?					WAHR					5	0	2			
MF[SO]VC[V]	sinst-vlight	3	5	Weil die Redaktion eine Frage stellt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	sinst-vlight	2	4	Die Salons stellen Anträge .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinst-vlight	4	1	Anträge stellen die Salons .					FALSCH					4	0	3			
LK[V]MF[SO]	sinst-vlight	4	5	Deshalb stellen die Salons Anträge .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinst-vlight	3	4	Stellen die Salons Anträge ?					WAHR					4	0	1			
MF[SO]VC[V]	sinst-vlight	3	4	Weil die Salons Anträge stellen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinst-vlight	2	5	Das Dorf spielt eine Rolle .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	sinst-vlight	5	2	Eine Rolle spielt das Dorf .					FALSCH					5	0	3			
LK[V]MF[SO]	sinst-vlight	4	6	Deshalb spielt das Dorf eine Rolle .					WAHR					6	0	2			
LK[V]MF[SO]Q	sinst-vlight	3	5	Spielt das Dorf eine Rolle ?					WAHR					5	0	2			
MF[SO]VC[V]	sinst-vlight	3	5	Weil das Dorf eine Rolle spielt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	sinst-vlight	2	4	Das Seminar nimmt Rücksicht .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinst-vlight	4	1	Rücksicht nimmt das Seminar .					FALSCH					4	0	3			
LK[V]MF[SO]	sinst-vlight	4	5	Deshalb nimmt das Seminar Rücksicht .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinst-vlight	3	4	Nimmt das Seminar Rücksicht ?					WAHR					4	0	1			
MF[SO]VC[V]	sinst-vlight	3	4	Weil das Seminar Rücksicht nimmt .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinst-vlight	2	4	Die Gemeinde nimmt Abschied .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinst-vlight	4	1	Abschied nimmt die Gemeinde .					FALSCH					4	0	3			
LK[V]MF[SO]	sinst-vlight	4	5	Deshalb nimmt die Gemeinde Abschied .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinst-vlight	3	4	Nimmt die Gemeinde Abschied ?					WAHR					4	0	1			
MF[SO]VC[V]	sinst-vlight	3	4	Weil die Gemeinde Abschied nimmt .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinst-vlight	2	4	Die Schulen hegen Hoffnungen .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinst-vlight	4	1	Hoffnungen hegen die Schulen .					FALSCH					4	0	3			
LK[V]MF[SO]	sinst-vlight	4	5	Deshalb hegen die Schulen Hoffnungen .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinst-vlight	3	4	Hegen die Schulen Hoffnungen ?					WAHR					4	0	1			
MF[SO]VC[V]	sinst-vlight	3	4	Weil die Schulen Hoffnungen hegen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinst-vlight	2	4	Das Büro nimmt Einfluss .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinst-vlight	4	1	Einfluss nimmt das Büro .					FALSCH					4	0	3			
LK[V]MF[SO]	sinst-vlight	4	5	Deshalb nimmt das Büro Einfluss .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinst-vlight	3	4	Nimmt das Büro Einfluss ?					WAHR					4	0	1			
MF[SO]VC[V]	sinst-vlight	3	4	Weil das Büro Einfluss nimmt .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinst-vlight	2	4	Die Kanzlei leistet Widerstand .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinst-vlight	4	1	Widerstand leistet die Kanzlei .					FALSCH					4	0	3			
LK[V]MF[SO]	sinst-vlight	4	5	Deshalb leistet die Kanzlei Widerstand .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinst-vlight	3	4	Leistet die Kanzlei Widerstand ?					WAHR					4	0	1			
MF[SO]VC[V]	sinst-vlight	3	4	Weil die Kanzlei Widerstand leistet .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinst-vlight	2	4	Die Universität übt Kritik .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinst-vlight	4	1	Kritik übt die Universität .					FALSCH					4	0	3			
LK[V]MF[SO]	sinst-vlight	4	5	Deshalb übt die Universität Kritik .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinst-vlight	3	4	Übt die Universität Kritik ?					WAHR					4	0	1			
MF[SO]VC[V]	sinst-vlight	3	4	Weil die Universität Kritik übt .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sinst-vlight	2	4	Die Werkstatt treibt Sport .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sinst-vlight	4	1	Sport treibt die Werkstatt .					FALSCH					4	0	3			
LK[V]MF[SO]	sinst-vlight	4	5	Deshalb treibt die Werkstatt Sport .					WAHR					5	0	1			
LK[V]MF[SO]Q	sinst-vlight	3	4	Treibt die Werkstatt Sport ?					WAHR					4	0	1			
MF[SO]VC[V]	sinst-vlight	3	4	Weil die Werkstatt Sport treibt .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sname-vlight	1	4	Siemens begeht ein Verbrechen .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	sname-vlight	4	2	Ein Verbrechen begeht Siemens .					FALSCH					4	0	2			
LK[V]MF[SO]	sname-vlight	3	5	Deshalb begeht Siemens ein Verbrechen .					WAHR					5	0	2			
LK[V]MF[SO]Q	sname-vlight	2	4	Begeht Siemens ein Verbrechen ?					WAHR					4	0	2			
MF[SO]VC[V]	sname-vlight	2	4	Weil Siemens ein Verbrechen begeht .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	sname-vlight	1	4	Harry trifft eine Entscheidung .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	sname-vlight	4	2	Eine Entscheidung trifft Harry .					FALSCH					4	0	2			
LK[V]MF[SO]	sname-vlight	3	5	Deshalb trifft Harry eine Entscheidung .					WAHR					5	0	2			
LK[V]MF[SO]Q	sname-vlight	2	4	Trifft Harry eine Entscheidung ?					WAHR					4	0	2			
MF[SO]VC[V]	sname-vlight	2	4	Weil Harry eine Entscheidung trifft .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	sname-vlight	1	4	Clooney stellt eine Frage .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	sname-vlight	4	2	Eine Frage stellt Clooney .					FALSCH					4	0	2			
LK[V]MF[SO]	sname-vlight	3	5	Deshalb stellt Clooney eine Frage .					WAHR					5	0	2			
LK[V]MF[SO]Q	sname-vlight	2	4	Stellt Clooney eine Frage ?					WAHR					4	0	2			
MF[SO]VC[V]	sname-vlight	2	4	Weil Clooney eine Frage stellt .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	sname-vlight	1	4	Gillette spielt eine Rolle .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	sname-vlight	4	2	Eine Rolle spielt Gillette .					FALSCH					4	0	2			
LK[V]MF[SO]	sname-vlight	3	5	Deshalb spielt Gillette eine Rolle .					WAHR					5	0	2			
LK[V]MF[SO]Q	sname-vlight	2	4	Spielt Gillette eine Rolle ?					WAHR					4	0	2			
MF[SO]VC[V]	sname-vlight	2	4	Weil Gillette eine Rolle spielt .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	sname-vlight	1	3	RTL nimmt Rücksicht .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	sname-vlight	3	1	Rücksicht nimmt RTL .					FALSCH					3	0	2			
LK[V]MF[SO]	sname-vlight	3	4	Deshalb nimmt RTL Rücksicht .					WAHR					4	0	1			
LK[V]MF[SO]Q	sname-vlight	2	3	Nimmt RTL Rücksicht ?					WAHR					3	0	1			
MF[SO]VC[V]	sname-vlight	2	3	Weil RTL Rücksicht nimmt .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	sname-vlight	2	4	Günter Jauch nimmt Abschied .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	sname-vlight	4	1	Abschied nimmt Günter Jauch .					FALSCH					4	0	3			
LK[V]MF[SO]	sname-vlight	4	5	Deshalb nimmt Günter Jauch Abschied .					WAHR					5	0	1			
LK[V]MF[SO]Q	sname-vlight	3	4	Nimmt Günter Jauch Abschied ?					WAHR					4	0	1			
MF[SO]VC[V]	sname-vlight	3	4	Weil Günter Jauch Abschied nimmt .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	sname-vlight	1	3	Merkel hegt Hoffnung .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	sname-vlight	3	1	Hoffnung hegt Merkel .					FALSCH					3	0	2			
LK[V]MF[SO]	sname-vlight	3	4	Deshalb hegt Merkel Hoffnung .					WAHR					4	0	1			
LK[V]MF[SO]Q	sname-vlight	2	3	Hegt Merkel Hoffnung ?					WAHR					3	0	1			
MF[SO]VC[V]	sname-vlight	2	3	Weil Merkel Hoffnung hegt .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	sname-vlight	1	3	Degas nimmt Einfluss .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	sname-vlight	3	1	Einfluss nimmt Degas .					FALSCH					3	0	2			
LK[V]MF[SO]	sname-vlight	3	4	Deshalb nimmt Degas Einfluss .					WAHR					4	0	1			
LK[V]MF[SO]Q	sname-vlight	2	3	Nimmt Degas Einfluss ?					WAHR					3	0	1			
MF[SO]VC[V]	sname-vlight	2	3	Weil Degas Einfluss nimmt .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	sname-vlight	1	3	Vietnam leistet Widerstand .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	sname-vlight	3	1	Widerstand leistet Vietnam .					FALSCH					3	0	2			
LK[V]MF[SO]	sname-vlight	3	4	Deshalb leistet Vietnam Widerstand .					WAHR					4	0	1			
LK[V]MF[SO]Q	sname-vlight	2	3	Leistet Vietnam Widerstand ?					WAHR					3	0	1			
MF[SO]VC[V]	sname-vlight	2	3	Weil Vietnam Widerstand leistet .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	sname-vlight	1	3	Anke übt Kritik .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	sname-vlight	3	1	Kritik übt Anke .					FALSCH					3	0	2			
LK[V]MF[SO]	sname-vlight	3	4	Deshalb übt Anke Kritik .					WAHR					4	0	1			
LK[V]MF[SO]Q	sname-vlight	2	3	Übt Anke Kritik ?					WAHR					3	0	1			
MF[SO]VC[V]	sname-vlight	2	3	Weil Anke Kritik übt .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	sname-vlight	1	3	Bonn treibt Sport .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	sname-vlight	3	1	Sport treibt Bonn .					FALSCH					3	0	2			
LK[V]MF[SO]	sname-vlight	3	4	Deshalb treibt Bonn Sport .					WAHR					4	0	1			
LK[V]MF[SO]Q	sname-vlight	2	3	Treibt Bonn Sport ?					WAHR					3	0	1			
MF[SO]VC[V]	sname-vlight	2	3	Weil Bonn Sport treibt .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	sname-vlight	1	3	EnBW bezieht Stellung .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	sname-vlight	3	1	Stellung bezieht EnBW .					FALSCH					3	0	2			
LK[V]MF[SO]	sname-vlight	3	4	Deshalb bezieht EnBW Stellung .					WAHR					4	0	1			
LK[V]MF[SO]Q	sname-vlight	2	3	Bezieht EnBW Stellung ?					WAHR					3	0	1			
MF[SO]VC[V]	sname-vlight	2	3	Weil EnBW Stellung bezieht .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	base-syn	2	4	Die Generäle beginnen Angriffe .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-syn	4	1	Angriffe beginnen die Generäle .					FALSCH					4	0	3			
LK[V]MF[SO]	base-syn	4	5	Deshalb beginnen die Generäle Angriffe .					WAHR					5	0	1			
LK[V]MF[SO]Q	base-syn	3	4	Beginnen die Generäle Angriffe ?					WAHR					4	0	1			
MF[SO]VC[V]	base-syn	3	4	Weil die Generäle Angriffe beginnen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	base-syn	2	5	Die Partnerin führt ein Doppelleben .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	base-syn	5	2	Ein Doppelleben führt die Partnerin .					FALSCH					5	0	3			
LK[V]MF[SO]	base-syn	4	6	Deshalb führt die Partnerin ein Doppelleben .					WAHR					6	0	2			
LK[V]MF[SO]Q	base-syn	3	5	Führt die Partnerin ein Doppelleben ?					WAHR					5	0	2			
MF[SO]VC[V]	base-syn	3	5	Weil die Partnerin ein Doppelleben führt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	base-syn	2	5	Die Journalistin überspielt eine Aufnahme .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	base-syn	5	2	Eine Aufnahme überspielt die Journalistin .					FALSCH					5	0	3			
LK[V]MF[SO]	base-syn	4	6	Deshalb überspielt die Journalistin eine Aufnahme .					WAHR					6	0	2			
LK[V]MF[SO]Q	base-syn	3	5	Überspielt die Journalistin eine Aufnahme ?					WAHR					5	0	2			
MF[SO]VC[V]	base-syn	3	5	Weil die Journalistin eine Aufnahme überspielt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	base-syn	2	5	Die Freundin inszeniert eine Traumhochzeit .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	base-syn	5	2	Eine Traumhochzeit inszeniert die Freundin .					FALSCH					5	0	3			
LK[V]MF[SO]	base-syn	4	6	Deshalb inszeniert die Freundin eine Traumhochzeit .					WAHR					6	0	2			
LK[V]MF[SO]Q	base-syn	3	5	Inszeniert die Freundin eine Traumhochzeit ?					WAHR					5	0	2			
MF[SO]VC[V]	base-syn	3	5	Weil die Freundin eine Traumhochzeit inszeniert .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	base-syn	2	5	Die Passantin beschmeißt ein Kunstwerk .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	base-syn	5	2	Ein Kunstwerk beschmeißt die Passantin .					FALSCH					5	0	3			
LK[V]MF[SO]	base-syn	4	6	Deshalb beschmeißt die Passantin ein Kunstwerk .					WAHR					6	0	2			
LK[V]MF[SO]Q	base-syn	3	5	Beschmeißt die Passantin ein Kunstwerk ?					WAHR					5	0	2			
MF[SO]VC[V]	base-syn	3	5	Weil die Passantin ein Kunstwerk beschmeißt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	base-syn	2	5	Das Kind errät eine Lösung .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	base-syn	5	2	Eine Lösung errät das Kind .					FALSCH					5	0	3			
LK[V]MF[SO]	base-syn	4	6	Deshalb errät das Kind eine Lösung .					WAHR					6	0	2			
LK[V]MF[SO]Q	base-syn	3	5	Errät das Kind eine Lösung ?					WAHR					5	0	2			
MF[SO]VC[V]	base-syn	3	5	Weil das Kind eine Lösung errät .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	base-syn	2	4	Die Leser bestellen Zeitschriften .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-syn	4	1	Zeitschriften bestellen die Leser .					FALSCH					4	0	3			
LK[V]MF[SO]	base-syn	4	5	Deshalb bestellen die Leser Zeitschriften .					WAHR					5	0	1			
LK[V]MF[SO]Q	base-syn	3	4	Bestellen die Leser Zeitschriften ?					WAHR					4	0	1			
MF[SO]VC[V]	base-syn	3	4	Weil die Leser Zeitschriften bestellen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	base-syn	2	4	Die Herren stutzen Bärte .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-syn	4	1	Bärte stutzen die Herren .					FALSCH					4	0	3			
LK[V]MF[SO]	base-syn	4	5	Deshalb stutzen die Herren Bärte .					WAHR					5	0	1			
LK[V]MF[SO]Q	base-syn	3	4	Stutzen die Herren Bärte ?					WAHR					4	0	1			
MF[SO]VC[V]	base-syn	3	4	Weil die Herren Bärte stutzen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	base-syn	2	4	Die Mamas schlürfen Kaffees .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-syn	4	1	Kaffees schlürfen die Mamas .					FALSCH					4	0	3			
LK[V]MF[SO]	base-syn	4	5	Deshalb schlürfen die Mamas Kaffees .					WAHR					5	0	1			
LK[V]MF[SO]Q	base-syn	3	4	Schlürfen die Mamas Kaffees ?					WAHR					4	0	1			
MF[SO]VC[V]	base-syn	3	4	Weil die Mamas Kaffees schlürfen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	base-syn	2	4	Die Schriftsteller verfassen Romane .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-syn	4	1	Romane verfassen die Schriftsteller .					FALSCH					4	0	3			
LK[V]MF[SO]	base-syn	4	5	Deshalb verfassen die Schriftsteller Romane .					WAHR					5	0	1			
LK[V]MF[SO]Q	base-syn	3	4	Verfassen die Schriftsteller Romane ?					WAHR					4	0	1			
MF[SO]VC[V]	base-syn	3	4	Weil die Schriftsteller Romane verfassen .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	base-syn	2	5	Die Politikerin beendigt eine Rede .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	base-syn	5	2	Eine Rede beendigt die Politikerin .					FALSCH					5	0	3			
LK[V]MF[SO]	base-syn	4	6	Deshalb beendigt die Politikerin eine Rede .					WAHR					6	0	2			
LK[V]MF[SO]Q	base-syn	3	5	Beendigt die Politikerin eine Rede ?					WAHR					5	0	2			
MF[SO]VC[V]	base-syn	3	5	Weil die Politikerin eine Rede beendigt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	base-syn	2	5	Die Abgeordnete kriegt ein Grundgehalt .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	base-syn	5	2	Ein Grundgehalt kriegt die Abgeordnete .					FALSCH					5	0	3			
LK[V]MF[SO]	base-syn	4	6	Deshalb kriegt die Abgeordnete ein Grundgehalt .					WAHR					6	0	2			
LK[V]MF[SO]Q	base-syn	3	5	Kriegt die Abgeordnete ein Grundgehalt ?					WAHR					5	0	2			
MF[SO]VC[V]	base-syn	3	5	Weil die Abgeordnete ein Grundgehalt kriegt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	base-syn	2	4	Die Kleinbauern errichten Bauzäune .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	base-syn	4	1	Bauzäune errichten die Kleinbauern .					FALSCH					4	0	3			
LK[V]MF[SO]	base-syn	4	5	Deshalb errichten die Kleinbauern Bauzäune .					WAHR					5	0	1			
LK[V]MF[SO]Q	base-syn	3	4	Errichten die Kleinbauern Bauzäune ?					WAHR					4	0	1			
MF[SO]VC[V]	base-syn	3	4	Weil die Kleinbauern Bauzäune errichten .					WAHR					5	0	1			
VF[S]LK[V]MF[O]	base-syn	2	5	Die Sportlerin erringt eine Tour .					WAHR					5	0	3			
